"film_id","title","description","release_year","language_id","rental_duration","rental_rate","length","replacement_cost","rating","last_update","special_features","fulltext"
145,"Chisum Behavior","A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India",2006,1,5,"4.99",124,"25.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'behavior':2 'butler':12 'car':17 'chisum':1 'documentari':5 'epic':4 'india':20 'kill':15 'must':14 'sumo':8 'wrestler':9"
146,"Chitty Lock","A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station",2006,1,6,"2.99",107,"24.99","G","2013-05-26 14:50:58.951","{Commentaries}","'administr':12 'boat':8 'bore':4 'chitti':1 'databas':11 'epistl':5 'first':21 'kill':15 'lock':2 'man':22 'must':14 'space':23 'station':24 'sumo':17 'wrestler':18"
149,"Christmas Moonshine","A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse",2006,1,7,"0.99",150,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'action':5 'action-pack':4 'astronaut':13 'boat':18 'christma':1 'conquer':16 'epistl':7 'feminist':10 'manhattan':21 'moonshin':2 'must':15 'pack':6 'penthous':22"
151,"Cincinatti Whisperer","A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin",2006,1,5,"4.99",143,"26.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'berlin':19 'brilliant':4 'butler':17 'chef':9 'cincinatti':1 'confront':15 'hunter':12 'must':14 'pastri':8 'saga':5 'whisper':2"
155,"Cleopatra Devil","A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon",2006,1,6,"0.99",150,"26.99","PG-13","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'baloon':21 'cleopatra':1 'crocodil':8 'devil':2 'documentari':5 'fanci':4 'fight':15 'must':14 'shark':18 'technic':11 'writer':12"
157,"Clockwork Paradise","A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon",2006,1,7,"0.99",143,"29.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'cat':17 'challeng':15 'clockwork':1 'documentari':5 'feminist':12 'insight':4 'must':14 'paradis':2 'technic':8 'writer':9"
161,"Clue Grail","A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China",2006,1,6,"4.99",70,"27.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'ancient':19 'build':15 'butler':8 'china':20 'clue':1 'crocodil':17 'grail':2 'mad':11 'must':14 'scientist':12 'tale':5 'taut':4"
163,"Clyde Theory","A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat",2006,1,4,"0.99",139,"29.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astronaut':8 'beauti':4 'boat':20 'clyde':1 'explor':16 'frisbe':11 'jet':19 'must':13 'overcom':14 'theori':2 'yarn':5"
164,"Coast Rainbow","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert",2006,1,4,"0.99",55,"20.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'astound':4 'butler':17 'challeng':15 'coast':1 'cow':9 'desert':21 'documentari':5 'mad':8 'must':14 'pioneer':12 'rainbow':2 'sahara':20"
184,"Core Suit","A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse",2006,1,3,"2.99",92,"24.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':16 'car':8 'confront':14 'core':1 'explor':11 'manhattan':19 'must':13 'penthous':20 'suit':2 'tale':5 'unbeliev':4"
165,"Coldblooded Darling","A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico",2006,1,7,"4.99",70,"27.99","G","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'brilliant':4 'coldblood':1 'darl':2 'dentist':8 'find':14 'gulf':19 'mexico':21 'moos':11 'must':13 'panorama':5 'student':16"
168,"Comancheros Enemy","A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico",2006,1,5,"0.99",67,"23.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'bore':4 'comanchero':1 'enemi':2 'find':14 'gulf':19 'lumberjack':8 'mexico':21 'monkey':11,16 'must':13 'saga':5"
170,"Command Darling","A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan",2006,1,5,"4.99",120,"28.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'administr':20 'ancient':22 'awe':5 'awe-inspir':4 'challeng':17 'command':1 'darl':2 'databas':19 'forens':10 'inspir':6 'japan':23 'must':16 'psychologist':11 'tale':7 'woman':14"
173,"Confessions Maguire","A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon",2006,1,7,"4.99",65,"25.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'battl':14 'boy':11 'car':8 'confess':1 'insight':4 'maguir':2 'must':13 'stori':5 'technic':16 'writer':17"
175,"Confused Candles","A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon",2006,1,3,"2.99",122,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'baloon':20 'candl':2 'cat':8 'confront':15 'confus':1 'epistl':5 'forens':11 'must':14 'pioneer':17 'psychologist':12 'stun':4"
176,"Congeniality Quest","A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon",2006,1,6,"0.99",87,"21.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'baloon':20 'cat':8 'chef':12 'congeni':1 'documentari':5 'find':15 'lumberjack':17 'must':14 'pastri':11 'quest':2 'touch':4"
177,"Connecticut Tramp","A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank",2006,1,4,"4.99",172,"20.99","R","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'connecticut':1 'cow':12 'crocodil':8 'dentist':17 'drama':5 'mad':11 'must':14 'reach':15 'shark':20 'tank':21 'tramp':2 'unbeliev':4"
178,"Connection Microcosmos","A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station",2006,1,6,"0.99",115,"25.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'connect':1 'crocodil':8 'documentari':5 'face':14 'fate':4 'first':19 'husband':11,16 'man':20 'microcosmo':2 'must':13 'space':21 'station':22"
180,"Conspiracy Spirit","A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft",2006,1,4,"2.99",184,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'abandon':21 'awe':5 'awe-inspir':4 'conquer':16 'conspiraci':1 'crocodil':18 'frisbe':13 'inspir':6 'mine':22 'must':15 'shaft':23 'spirit':2 'stori':7 'student':10"
188,"Crazy Home","A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback",2006,1,7,"2.99",136,"24.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'administr':17 'boy':8 'crazi':1 'databas':16 'fanci':4 'home':2 'must':13 'outback':20 'panorama':5 'vanquish':14 'woman':11"
189,"Creatures Shakespeare","A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India",2006,1,3,"0.99",139,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'ancient':18 'creatur':1 'crocodil':16 'drama':5 'emot':4 'india':19 'must':13 'shakespear':2 'squirrel':11 'vanquish':14 'woman':8"
190,"Creepers Kane","A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat",2006,1,5,"4.99",172,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':13,22 'car':18 'creeper':1 'inspir':6 'jet':21 'kane':2 'must':15 'outrac':16 'reflect':7 'squirrel':10"
191,"Crooked Frogmen","A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park",2006,1,6,"0.99",143,"27.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'administr':12 'amus':21 'battl':15 'crocodil':17 'crook':1 'databas':11 'drama':5 'frogmen':2 'hunter':8 'must':14 'park':22 'unbeliev':4"
193,"Crossroads Casualties","A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback",2006,1,5,"2.99",153,"20.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'astronaut':12 'battl':15 'casualti':2 'compos':17 'crossroad':1 'documentari':5 'intrepid':4 'must':14 'outback':20 'sumo':8 'wrestler':9"
194,"Crow Grease","A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station",2006,1,6,"0.99",104,"22.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'administr':19 'awe':5 'awe-inspir':4 'crow':1 'databas':18 'documentari':7 'first':22 'greas':2 'husband':13 'inspir':6 'man':23 'must':15 'sink':16 'space':24 'station':25 'woman':10"
196,"Cruelty Unforgiven","A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria",2006,1,7,"0.99",69,"29.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'battl':14 'brilliant':4 'car':8 'cruelti':1 'dentist':16 'moos':11 'must':13 'nigeria':18 'tale':5 'unforgiven':2"
197,"Crusade Honey","A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park",2006,1,4,"2.99",112,"27.99","R","2013-05-26 14:50:58.951","{Commentaries}","'abandon':21 'amus':22 'battl':16 'butler':13 'crusad':1 'explor':10 'fast':5 'fast-pac':4 'honey':2 'madman':18 'must':15 'pace':6 'park':23 'reflect':7"
198,"Crystal Breaking","A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan",2006,1,6,"2.99",184,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':22 'break':2 'charact':7 'chef':20 'crystal':1 'explor':14 'face':17 'fast':5 'fast-pac':4 'feminist':11 'japan':23 'must':16 'pace':6 'pastri':19 'studi':8"
199,"Cupboard Sinners","A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park",2006,1,4,"2.99",56,"29.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'abandon':20 'amus':21 'boat':11 'chef':17 'cupboard':1 'emot':4 'frisbe':8 'must':13 'park':22 'pastri':16 'reach':14 'reflect':5 'sinner':2"
200,"Curtain Videotape","A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank",2006,1,7,"0.99",133,"27.99","PG-13","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'agent':18 'bore':4 'chase':15 'cow':12 'curtain':1 'dentist':8 'mad':11 'must':14 'reflect':5 'secret':17 'shark':21 'tank':22 'videotap':2"
202,"Daddy Pittsburgh","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico",2006,1,5,"4.99",161,"26.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'confront':15 'daddi':1 'epic':4 'explor':17 'gulf':20 'mexico':22 'must':14 'pittsburgh':2 'shark':9 'stori':5 'student':12"
204,"Dalmations Sweden","A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse",2006,1,4,"0.99",106,"25.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'dalmat':1 'emot':4 'epistl':5 'hunter':11 'manhattan':19 'moos':8 'must':13 'overcom':14 'penthous':20 'robot':16 'sweden':2"
205,"Dances None","A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park",2006,1,3,"0.99",58,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'abandon':20 'amus':21 'butler':17 'danc':1 'dog':12 'insight':4 'kill':15 'must':14 'none':2 'park':22 'reflect':5 'shark':9"
206,"Dancing Fever","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank",2006,1,6,"0.99",144,"25.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'crocodil':17 'danc':1 'explor':8 'face':15 'fever':2 'forens':11 'must':14 'psychologist':12 'shark':20 'stori':5 'stun':4 'tank':21"
207,"Dangerous Uptown","A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California",2006,1,7,"4.99",121,"26.99","PG","2013-05-26 14:50:58.951","{Commentaries}","'california':19 'danger':1 'dog':17 'mad':8 'must':14 'overcom':15 'scientist':9 'stori':5 'unbeliev':4 'uptown':2 'woman':12"
209,"Darkness War","A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert",2006,1,6,"2.99",99,"24.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'boy':16 'dark':1 'desert':20 'documentari':5 'escap':14 'hunter':11 'husband':8 'must':13 'sahara':19 'touch':4 'war':2"
211,"Darling Breaking","A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico",2006,1,7,"4.99",165,"20.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'astronaut':8 'break':2 'brilliant':4 'darl':1 'documentari':5 'gulf':19 'mexico':21 'must':13 'squirrel':11 'student':16 'succumb':14"
215,"Dawn Pond","A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin",2006,1,4,"4.99",57,"27.99","PG","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'berlin':19 'dawn':1 'defeat':15 'dentist':8 'documentari':5 'forens':11 'must':14 'pond':2 'psychologist':12 'thought':4 'waitress':17"
217,"Dazed Punk","A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park",2006,1,6,"4.99",120,"20.99","G","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes""}","'abandon':23 'action':5 'action-pack':4 'amus':24 'daze':1 'discov':17 'forens':19 'must':16 'pack':6 'park':25 'pioneer':10 'psychologist':20 'punk':2 'stori':7 'technic':13 'writer':14"
218,"Deceiver Betrayed","A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India",2006,1,7,"0.99",122,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'betray':2 'build':14 'deceiv':1 'husband':16 'india':19 'moos':8 'must':13 'squirrel':11 'stori':5 'taut':4"
219,"Deep Crusade","A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia",2006,1,6,"4.99",51,"20.99","PG-13","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'amaz':4 'australia':18 'compos':16 'crocodil':8 'crusad':2 'deep':1 'discov':14 'must':13 'squirrel':11 'tale':5"
222,"Desert Poseidon","A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans",2006,1,4,"4.99",64,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'astronaut':16 'brilliant':4 'build':14 'butler':8 'desert':1 'documentari':5 'frisbe':11 'must':13 'new':18 'orlean':19 'poseidon':2"
223,"Desire Alien","A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station",2006,1,7,"2.99",76,"24.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'alien':2 'astronaut':19 'desir':1 'dog':10 'fast':5 'fast-pac':4 'first':22 'forens':13 'man':23 'meet':17 'must':16 'pace':6 'psychologist':14 'space':24 'station':25 'tale':7"
224,"Desperate Trainspotting","A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California",2006,1,7,"4.99",81,"29.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'california':19 'desper':1 'epic':4 'face':15 'forens':8 'lumberjack':17 'must':14 'psychologist':9 'teacher':12 'trainspot':2 'yarn':5"
226,"Destiny Saturday","A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia",2006,1,4,"4.99",56,"20.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'conquer':14 'crocodil':8,11 'destini':1 'drama':5 'explor':16 'georgia':19 'must':13 'saturday':2 'soviet':18 'touch':4"
230,"Diary Panic","A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India",2006,1,7,"2.99",107,"20.99","G","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'ancient':20 'charact':5 'cow':13 'diari':1 'frisbe':9 'india':21 'mad':12 'man':18 'must':15 'outgun':16 'panic':2 'studi':6 'thought':4"
231,"Dinosaur Secretary","A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies",2006,1,7,"2.99",63,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'action':5 'action-pack':4 'canadian':21 'dinosaur':1 'drama':7 'feminist':10 'girl':13 'must':15 'pack':6 'reach':16 'robot':18 'rocki':22 'secretari':2"
232,"Dirty Ace","A Action-Packed Character Study of a Forensic Psychologist And a Girl who must Build a Dentist in The Outback",2006,1,7,"2.99",147,"29.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'ace':2 'action':5 'action-pack':4 'build':18 'charact':7 'dentist':20 'dirti':1 'forens':11 'girl':15 'must':17 'outback':23 'pack':6 'psychologist':12 'studi':8"
234,"Disturbing Scarface","A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat",2006,1,6,"2.99",94,"27.99","R","2013-05-26 14:50:58.951","{Trailers,""Behind the Scenes""}","'boat':21 'butler':11 'crocodil':8 'display':5 'disturb':1 'lacklustur':4 'monkey':16 'must':13 'overcom':14 'scarfac':2 'u':20 'u-boat':19"
237,"Divorce Shining","A Unbelieveable Saga of a Crocodile And a Student who must Discover a Cat in Ancient India",2006,1,3,"2.99",47,"21.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'ancient':18 'cat':16 'crocodil':8 'discov':14 'divorc':1 'india':19 'must':13 'saga':5 'shine':2 'student':11 'unbeliev':4"
238,"Doctor Grail","A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback",2006,1,4,"2.99",57,"29.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'doctor':1 'drama':5 'forens':16 'grail':2 'insight':4 'must':13 'outback':20 'psychologist':17 'reach':14 'waitress':11 'woman':8"
241,"Donnie Alley","A Awe-Inspiring Tale of a Butler And a Frisbee who must Vanquish a Teacher in Ancient Japan",2006,1,4,"0.99",125,"20.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'alley':2 'ancient':20 'awe':5 'awe-inspir':4 'butler':10 'donni':1 'frisbe':13 'inspir':6 'japan':21 'must':15 'tale':7 'teacher':18 'vanquish':16"
243,"Doors President","A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico",2006,1,3,"4.99",49,"22.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boy':18 'display':7 'door':1 'gulf':21 'inspir':6 'mexico':23 'must':15 'overcom':16 'presid':2 'squirrel':10 'woman':13"
244,"Dorado Notting","A Action-Packed Tale of a Sumo Wrestler And a A Shark who must Meet a Frisbee in California",2006,1,5,"4.99",139,"26.99","NC-17","2013-05-26 14:50:58.951","{Commentaries}","'action':5 'action-pack':4 'california':22 'dorado':1 'frisbe':20 'meet':18 'must':17 'not':2 'pack':6 'shark':15 'sumo':10 'tale':7 'wrestler':11"
245,"Double Wrath","A Thoughtful Yarn of a Womanizer And a Dog who must Challenge a Madman in The Gulf of Mexico",2006,1,4,"0.99",177,"28.99","R","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'challeng':14 'dog':11 'doubl':1 'gulf':19 'madman':16 'mexico':21 'must':13 'thought':4 'woman':8 'wrath':2 'yarn':5"
248,"Dozen Lion","A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies",2006,1,6,"4.99",177,"20.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'canadian':19 'cat':8 'defeat':14 'dozen':1 'drama':5 'frisbe':16 'girl':11 'lion':2 'must':13 'rocki':20 'taut':4"
249,"Dracula Crystal","A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House",2006,1,7,"0.99",176,"26.99","G","2013-05-26 14:50:58.951","{Commentaries}","'abandon':19 'cat':11 'crystal':2 'dracula':1 'feminist':8 'find':14 'frisbe':16 'fun':20 'hous':21 'must':13 'reflect':5 'thrill':4"
250,"Dragon Squad","A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China",2006,1,4,"0.99",170,"26.99","NC-17","2013-05-26 14:50:58.951","{""Deleted Scenes"",""Behind the Scenes""}","'ancient':18 'boy':8 'china':19 'dragon':1 'must':13 'outgun':14 'reflect':5 'squad':2 'taut':4 'teacher':16 'waitress':11"
255,"Driving Polish","A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft",2006,1,6,"4.99",175,"21.99","NC-17","2013-05-26 14:50:58.951","{Trailers,""Deleted Scenes""}","'abandon':22 'action':5 'action-pack':4 'boat':19 'drive':1 'feminist':10 'mine':23 'must':16 'pack':6 'polish':2 'shaft':24 'sink':17 'technic':13 'writer':14 'yarn':7"
256,"Drop Waterfront","A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China",2006,1,6,"4.99",178,"20.99","R","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'ancient':18 'china':19 'documentari':5 'drop':1 'explor':11 'fanci':4 'husband':8 'madman':16 'must':13 'reach':14 'waterfront':2"
266,"Dynamite Tarzan","A Intrepid Documentary of a Forensic Psychologist And a Mad Scientist who must Face a Explorer in A U-Boat",2006,1,4,"0.99",141,"27.99","PG-13","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'boat':23 'documentari':5 'dynamit':1 'explor':18 'face':16 'forens':8 'intrepid':4 'mad':12 'must':15 'psychologist':9 'scientist':13 'tarzan':2 'u':22 'u-boat':21"
268,"Early Home","A Amazing Panorama of a Mad Scientist And a Husband who must Meet a Woman in The Outback",2006,1,6,"4.99",96,"27.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Behind the Scenes""}","'amaz':4 'earli':1 'home':2 'husband':12 'mad':8 'meet':15 'must':14 'outback':20 'panorama':5 'scientist':9 'woman':17"
269,"Earring Instinct","A Stunning Character Study of a Dentist And a Mad Cow who must Find a Teacher in Nigeria",2006,1,3,"0.99",98,"22.99","R","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'charact':5 'cow':13 'dentist':9 'earring':1 'find':16 'instinct':2 'mad':12 'must':15 'nigeria':20 'studi':6 'stun':4 'teacher':18"
270,"Earth Vision","A Stunning Drama of a Butler And a Madman who must Outrace a Womanizer in Ancient India",2006,1,7,"0.99",85,"29.99","NC-17","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'ancient':18 'butler':8 'drama':5 'earth':1 'india':19 'madman':11 'must':13 'outrac':14 'stun':4 'vision':2 'woman':16"
274,"Egg Igby","A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station",2006,1,4,"2.99",67,"20.99","PG","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'administr':18 'beauti':4 'boat':8 'databas':17 'documentari':5 'egg':1 'first':21 'igbi':2 'man':22 'must':14 'space':23 'station':24 'succumb':15 'sumo':11 'wrestler':12"
276,"Element Freddy","A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat",2006,1,6,"4.99",115,"28.99","NC-17","2013-05-26 14:50:58.951","{Commentaries,""Behind the Scenes""}","'awe':5 'awe-inspir':4 'boat':23 'cow':19 'element':1 'freddi':2 'inspir':6 'jet':22 'kill':16 'mad':18 'must':15 'reflect':7 'squirrel':13 'waitress':10"
277,"Elephant Trojan","A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon",2006,1,4,"4.99",126,"24.99","PG-13","2013-05-26 14:50:58.951","{""Behind the Scenes""}","'baloon':20 'beauti':4 'eleph':1 'forens':11 'frisbe':17 'lumberjack':8 'must':14 'overcom':15 'panorama':5 'psychologist':12 'trojan':2"
280,"Empire Malkovich","A Amazing Story of a Feminist And a Cat who must Face a Car in An Abandoned Fun House",2006,1,7,"0.99",177,"26.99","G","2013-05-26 14:50:58.951","{""Deleted Scenes""}","'abandon':19 'amaz':4 'car':16 'cat':11 'empir':1 'face':14 'feminist':8 'fun':20 'hous':21 'malkovich':2 'must':13 'stori':5"
282,"Encounters Curtain","A Insightful Epistle of a Pastry Chef And a Womanizer who must Build a Boat in New Orleans",2006,1,5,"0.99",92,"20.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'boat':17 'build':15 'chef':9 'curtain':2 'encount':1 'epistl':5 'insight':4 'must':14 'new':19 'orlean':20 'pastri':8 'woman':12"
284,"Enemy Odds","A Fanciful Panorama of a Mad Scientist And a Woman who must Pursue a Astronaut in Ancient India",2006,1,5,"4.99",77,"23.99","NC-17","2013-05-26 14:50:58.951","{Trailers}","'ancient':19 'astronaut':17 'enemi':1 'fanci':4 'india':20 'mad':8 'must':14 'odd':2 'panorama':5 'pursu':15 'scientist':9 'woman':12"
288,"Escape Metropolis","A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans",2006,1,7,"2.99",167,"20.99","R","2013-05-26 14:50:58.951","{Trailers}","'astronaut':8 'boat':17 'escap':1 'metropoli':2 'must':14 'new':19 'orlean':20 'outgun':15 'taut':4 'technic':11 'writer':12 'yarn':5"
289,"Eve Resurrection","A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon",2006,1,5,"4.99",66,"25.99","G","2013-05-26 14:50:58.951","{Trailers,Commentaries,""Deleted Scenes""}","'administr':15 'awe':5 'awe-inspir':4 'baloon':23 'challeng':18 'chef':11 'databas':14 'eve':1 'inspir':6 'must':17 'pastri':10 'resurrect':2 'teacher':20 'yarn':7"
290,"Everyone Craft","A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria",2006,1,4,"0.99",163,"29.99","PG","2013-05-26 14:50:58.951","{Trailers,Commentaries}","'butler':16 'craft':2 'dentist':11 'display':5 'everyon':1 'fate':4 'must':13 'nigeria':18 'reach':14 'waitress':8"
